problem_id,rules_text,reaction_state,option_A,option_B,option_C,option_D,answer
8697,"0. If (zeta_affinity > 2 OR (polarity < 0.326 OR polarity < 0.997)), Gamma rearrangement is blocked.
1. If (NOT (zeta_affinity < 3) OR (NOT (thermal_index < 55) OR NOT (zeta_affinity > 7))), dominance between Delta elimination and Gamma rearrangement is reversed.
2. If exactly 2 mechanisms remain, eliminate Alpha transformation.
3. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
4. If (sigma_density < 8 OR NOT (steric_factor > 5)), dominance between Gamma rearrangement and Alpha transformation is reversed.
5. If exactly 3 mechanisms remain, eliminate Delta elimination.
6. If (zeta_affinity < 1 AND NOT (thermal_index > 64)), Gamma rearrangement is blocked.
7. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
8. If ((NOT (zeta_affinity > 6) AND zeta_affinity > 1) AND sigma_density > 1), Beta displacement is blocked.
9. If (sigma_density < 0 AND (steric_factor > 3 OR polarity < 0.539)), Beta displacement is blocked.
10. If exactly 2 mechanisms remain, eliminate Delta elimination.
11. If exactly 3 mechanisms remain, eliminate Delta elimination.","sigma_density=4, steric_factor=0, polarity=0.533, thermal_index=69, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
8698,"0. If exactly 2 mechanisms remain, eliminate Alpha transformation.
1. If ((steric_factor > 5 OR NOT (thermal_index < 0)) AND steric_factor < 3), dominance between Beta displacement and Delta elimination is reversed.
2. If ((steric_factor < 2 OR NOT (thermal_index < 86)) OR (NOT (zeta_affinity > 2) AND steric_factor < 2)), Rule 1 is overridden.
3. If NOT (sigma_density > 7), dominance between Alpha transformation and Beta displacement is reversed.
4. If exactly 3 mechanisms remain, eliminate Delta elimination.
5. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
6. If ((sigma_density < 10 OR steric_factor > 3) AND polarity > 0.938), Gamma rearrangement dominates Delta elimination.
7. If NOT (sigma_density > 3), dominance between Beta displacement and Alpha transformation is reversed.
8. If exactly 3 mechanisms remain, eliminate Delta elimination.
9. If ((NOT (polarity < 0.666) AND polarity > 0.591) AND (zeta_affinity < 6 OR sigma_density < 5)), dominance between Delta elimination and Beta displacement is reversed.
10. If steric_factor < 3, dominance between Gamma rearrangement and Beta displacement is reversed.
11. If NOT (sigma_density > 1), dominance between Beta displacement and Alpha transformation is reversed.","sigma_density=5, steric_factor=2, polarity=0.834, thermal_index=2, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8699,"0. If NOT (steric_factor < 0), Beta displacement dominates Delta elimination.
1. If NOT (steric_factor > 3), dominance between Beta displacement and Alpha transformation is reversed.
2. If polarity > 0.382, dominance between Delta elimination and Alpha transformation is reversed.
3. If (polarity > 0.021 AND zeta_affinity > 1), Beta displacement dominates Alpha transformation.
4. If ((steric_factor > 1 AND zeta_affinity > 4) AND zeta_affinity < 10), Beta displacement is activated.
5. If ((thermal_index > 14 AND zeta_affinity < 3) OR (steric_factor < 5 OR polarity > 0.571)), dominance between Beta displacement and Delta elimination is reversed.
6. If ((polarity > 0.946 OR polarity > 0.971) OR (polarity > 0.101 OR sigma_density > 1)), Alpha transformation is activated.
7. If NOT (thermal_index > 24), Rule 0 is overridden.
8. If (polarity > 0.371 AND polarity > 0.431), Gamma rearrangement is blocked.
9. If (NOT (sigma_density > 0) AND (steric_factor < 0 AND thermal_index < 95)), Gamma rearrangement dominates Delta elimination.
10. If steric_factor < 3, Delta elimination dominates Beta displacement.
11. If steric_factor > 3, Gamma rearrangement dominates Delta elimination.","sigma_density=2, steric_factor=4, polarity=0.564, thermal_index=35, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8700,"0. If sigma_density > 8, Beta displacement is blocked.
1. If ((NOT (sigma_density > 1) OR NOT (sigma_density > 0)) AND polarity > 0.805), dominance between Gamma rearrangement and Beta displacement is reversed.
2. If exactly 2 mechanisms remain, eliminate Delta elimination.
3. If (zeta_affinity > 0 AND (sigma_density < 5 AND thermal_index > 59)), Beta displacement dominates Alpha transformation.
4. If exactly 3 mechanisms remain, eliminate Beta displacement.
5. If exactly 2 mechanisms remain, eliminate Beta displacement.
6. If ((NOT (sigma_density > 7) AND zeta_affinity < 10) AND NOT (thermal_index < 46)), dominance between Alpha transformation and Delta elimination is reversed.
7. If sigma_density > 3, Alpha transformation dominates Gamma rearrangement.
8. If zeta_affinity > 3, Rule 5 is overridden.","sigma_density=5, steric_factor=2, polarity=0.822, thermal_index=52, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8701,"0. If exactly 3 mechanisms remain, eliminate Alpha transformation.
1. If exactly 2 mechanisms remain, eliminate Delta elimination.
2. If zeta_affinity > 3, Gamma rearrangement is activated.
3. If exactly 2 mechanisms remain, eliminate Beta displacement.
4. If NOT (steric_factor > 1), Beta displacement dominates Delta elimination.
5. If zeta_affinity > 5, Delta elimination is blocked.
6. If ((polarity < 0.604 OR thermal_index < 18) OR (zeta_affinity > 6 AND polarity > 0.348)), Alpha transformation dominates Gamma rearrangement.
7. If (zeta_affinity > 3 AND thermal_index < 17), dominance between Beta displacement and Delta elimination is reversed.
8. If sigma_density < 10, Alpha transformation is activated.
9. If exactly 3 mechanisms remain, eliminate Beta displacement.","sigma_density=7, steric_factor=0, polarity=0.931, thermal_index=84, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8703,"0. If exactly 3 mechanisms remain, eliminate Alpha transformation.
1. If polarity > 0.776, Rule 0 is overridden.
2. If ((zeta_affinity > 0 OR sigma_density > 4) OR (sigma_density > 0 AND steric_factor < 1)), Rule 1 is overridden.
3. If sigma_density > 10, Delta elimination is activated.
4. If steric_factor > 1, Gamma rearrangement is blocked.
5. If sigma_density < 6, Beta displacement is activated.
6. If ((NOT (steric_factor > 0) OR thermal_index < 50) OR (polarity > 0.391 AND zeta_affinity < 6)), Alpha transformation is blocked.
7. If thermal_index < 84, Beta displacement is blocked.
8. If ((zeta_affinity < 6 AND NOT (polarity < 0.222)) AND (steric_factor < 2 OR steric_factor > 0)), Beta displacement is blocked.
9. If exactly 2 mechanisms remain, eliminate Alpha transformation.
10. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.","sigma_density=8, steric_factor=0, polarity=0.073, thermal_index=7, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
8704,"0. If ((thermal_index > 5 OR NOT (polarity < 0.849)) AND NOT (zeta_affinity < 1)), Alpha transformation is blocked.
1. If zeta_affinity > 10, Gamma rearrangement dominates Alpha transformation.
2. If sigma_density > 10, dominance between Delta elimination and Alpha transformation is reversed.
3. If (NOT (zeta_affinity < 8) OR steric_factor < 5), Delta elimination dominates Gamma rearrangement.
4. If (NOT (zeta_affinity < 9) AND (sigma_density > 1 OR NOT (steric_factor > 5))), Beta displacement is activated.
5. If ((NOT (sigma_density < 4) AND NOT (zeta_affinity > 7)) AND (sigma_density > 8 AND steric_factor > 5)), Delta elimination dominates Beta displacement.
6. If ((thermal_index < 4 OR zeta_affinity > 7) OR (steric_factor > 1 AND thermal_index < 70)), Beta displacement is blocked.
7. If ((polarity < 0.169 OR thermal_index < 63) AND (thermal_index > 89 OR thermal_index < 84)), Rule 4 is overridden.
8. If NOT (steric_factor < 1), Rule 7 is overridden.
9. If exactly 3 mechanisms remain, eliminate Alpha transformation.
10. If ((steric_factor < 0 OR polarity < 0.322) AND steric_factor > 2), Delta elimination is blocked.
11. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.","sigma_density=3, steric_factor=0, polarity=0.393, thermal_index=8, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
8705,"0. If exactly 2 mechanisms remain, eliminate Delta elimination.
1. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
2. If NOT (polarity < 0.6), Delta elimination is activated.
3. If thermal_index < 44, Rule 2 is overridden.
4. If polarity > 0.423, dominance between Alpha transformation and Delta elimination is reversed.
5. If exactly 1 mechanisms remain, eliminate Alpha transformation.
6. If steric_factor < 0, Rule 0 is overridden.
7. If steric_factor > 4, Gamma rearrangement is activated.
8. If (NOT (polarity < 0.816) AND (polarity < 0.177 OR sigma_density < 9)), Delta elimination dominates Gamma rearrangement.
9. If (NOT (sigma_density < 3) OR (NOT (thermal_index < 30) AND zeta_affinity > 10)), Gamma rearrangement dominates Alpha transformation.
10. If (steric_factor > 0 AND NOT (steric_factor > 5)), Delta elimination is activated.","sigma_density=5, steric_factor=5, polarity=0.841, thermal_index=99, zeta_affinity=3",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8706,"0. If ((sigma_density > 1 OR NOT (sigma_density < 9)) OR NOT (zeta_affinity < 5)), Gamma rearrangement dominates Beta displacement.
1. If NOT (polarity < 0.015), Delta elimination dominates Beta displacement.
2. If exactly 2 mechanisms remain, eliminate Alpha transformation.
3. If NOT (zeta_affinity < 3), Alpha transformation is activated.
4. If (thermal_index > 76 OR (steric_factor > 4 OR polarity > 0.399)), dominance between Delta elimination and Gamma rearrangement is reversed.
5. If exactly 3 mechanisms remain, eliminate Beta displacement.
6. If exactly 1 mechanisms remain, eliminate Gamma rearrangement.
7. If ((steric_factor < 0 AND sigma_density > 9) OR (zeta_affinity > 6 OR sigma_density < 8)), Delta elimination dominates Gamma rearrangement.
8. If exactly 2 mechanisms remain, eliminate Alpha transformation.
9. If ((NOT (steric_factor > 1) AND zeta_affinity < 6) OR polarity > 0.21), Gamma rearrangement is blocked.
10. If (zeta_affinity < 3 OR polarity > 0.916), Gamma rearrangement is blocked.","sigma_density=6, steric_factor=5, polarity=0.492, thermal_index=14, zeta_affinity=7",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
8707,"0. If (polarity > 0.066 OR (NOT (thermal_index > 90) OR NOT (sigma_density < 5))), Alpha transformation is activated.
1. If sigma_density < 8, Rule 0 is overridden.
2. If (polarity < 0.764 OR sigma_density < 2), Rule 0 is overridden.
3. If ((steric_factor > 3 AND zeta_affinity > 5) OR (polarity > 0.098 OR steric_factor > 5)), Delta elimination dominates Beta displacement.
4. If exactly 3 mechanisms remain, eliminate Beta displacement.
5. If zeta_affinity > 4, Alpha transformation dominates Delta elimination.
6. If thermal_index < 32, dominance between Alpha transformation and Delta elimination is reversed.
7. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
8. If (sigma_density > 2 OR (sigma_density > 3 OR NOT (zeta_affinity < 2))), Alpha transformation is blocked.","sigma_density=9, steric_factor=3, polarity=0.295, thermal_index=50, zeta_affinity=8",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
8709,"0. If thermal_index > 35, Beta displacement is blocked.
1. If exactly 3 mechanisms remain, eliminate Delta elimination.
2. If exactly 3 mechanisms remain, eliminate Beta displacement.
3. If (thermal_index > 16 OR NOT (thermal_index < 69)), Beta displacement dominates Gamma rearrangement.
4. If polarity < 0.203, Gamma rearrangement is activated.
5. If ((zeta_affinity > 1 AND steric_factor < 5) OR (sigma_density > 6 AND sigma_density > 3)), Rule 4 is overridden.
6. If exactly 2 mechanisms remain, eliminate Delta elimination.
7. If ((thermal_index < 69 AND NOT (thermal_index > 14)) OR (zeta_affinity > 3 OR zeta_affinity > 0)), Delta elimination dominates Alpha transformation.
8. If (NOT (sigma_density < 7) AND (steric_factor > 4 AND sigma_density < 6)), Gamma rearrangement is blocked.","sigma_density=4, steric_factor=1, polarity=0.785, thermal_index=96, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8710,"0. If sigma_density > 6, Beta displacement is blocked.
1. If thermal_index > 17, Gamma rearrangement is activated.
2. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
3. If ((NOT (thermal_index < 92) OR thermal_index < 73) OR (steric_factor > 2 OR polarity > 0.264)), Gamma rearrangement is activated.
4. If NOT (steric_factor > 1), Rule 0 is overridden.
5. If sigma_density < 10, Alpha transformation is activated.
6. If exactly 2 mechanisms remain, eliminate Delta elimination.
7. If NOT (polarity > 0.423), Gamma rearrangement is blocked.
8. If (NOT (steric_factor > 2) AND NOT (sigma_density < 9)), dominance between Delta elimination and Alpha transformation is reversed.
9. If ((sigma_density < 7 OR thermal_index < 81) AND steric_factor < 3), Rule 3 is overridden.
10. If ((steric_factor > 3 OR zeta_affinity < 3) OR zeta_affinity > 6), Delta elimination is activated.
11. If zeta_affinity > 0, Gamma rearrangement is blocked.","sigma_density=10, steric_factor=1, polarity=0.672, thermal_index=94, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8711,"0. If sigma_density > 10, Gamma rearrangement is blocked.
1. If (NOT (sigma_density > 9) AND thermal_index > 43), Rule 0 is overridden.
2. If sigma_density < 3, Rule 0 is overridden.
3. If exactly 2 mechanisms remain, eliminate Delta elimination.
4. If ((thermal_index < 32 OR steric_factor < 3) OR (NOT (thermal_index < 12) AND polarity > 0.918)), Gamma rearrangement is blocked.
5. If zeta_affinity > 5, Beta displacement is activated.
6. If exactly 1 mechanisms remain, eliminate Gamma rearrangement.
7. If thermal_index < 46, Beta displacement dominates Gamma rearrangement.
8. If exactly 3 mechanisms remain, eliminate Alpha transformation.
9. If NOT (sigma_density > 4), Beta displacement is blocked.","sigma_density=0, steric_factor=1, polarity=0.853, thermal_index=64, zeta_affinity=5",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8713,"0. If (polarity < 0.998 OR sigma_density < 1), Gamma rearrangement is blocked.
1. If ((NOT (steric_factor < 3) AND steric_factor > 4) OR polarity > 0.226), Delta elimination is blocked.
2. If exactly 2 mechanisms remain, eliminate Beta displacement.
3. If exactly 3 mechanisms remain, eliminate Delta elimination.
4. If ((sigma_density < 0 AND steric_factor < 2) AND sigma_density > 8), Alpha transformation dominates Beta displacement.
5. If (steric_factor < 3 OR NOT (polarity > 0.676)), Alpha transformation is activated.
6. If zeta_affinity > 8, dominance between Delta elimination and Gamma rearrangement is reversed.
7. If exactly 2 mechanisms remain, eliminate Beta displacement.
8. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.","sigma_density=4, steric_factor=5, polarity=0.138, thermal_index=29, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8714,"0. If steric_factor > 4, Beta displacement is blocked.
1. If exactly 3 mechanisms remain, eliminate Beta displacement.
2. If exactly 2 mechanisms remain, eliminate Delta elimination.
3. If ((sigma_density < 10 AND NOT (zeta_affinity < 8)) AND (NOT (polarity < 0.289) AND NOT (steric_factor > 3))), Beta displacement is activated.
4. If sigma_density > 2, Beta displacement is activated.
5. If (sigma_density > 5 OR NOT (thermal_index > 35)), Delta elimination dominates Gamma rearrangement.
6. If NOT (zeta_affinity > 9), Beta displacement is blocked.
7. If (polarity > 0.816 AND sigma_density > 10), Delta elimination dominates Beta displacement.
8. If NOT (zeta_affinity > 9), Rule 3 is overridden.
9. If (polarity < 0.842 OR sigma_density < 0), Delta elimination is blocked.
10. If polarity < 0.895, Alpha transformation dominates Gamma rearrangement.","sigma_density=9, steric_factor=5, polarity=0.046, thermal_index=79, zeta_affinity=3",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8715,"0. If thermal_index > 5, Delta elimination is blocked.
1. If (zeta_affinity > 8 AND (thermal_index > 100 OR NOT (sigma_density < 10))), dominance between Gamma rearrangement and Beta displacement is reversed.
2. If exactly 2 mechanisms remain, eliminate Alpha transformation.
3. If NOT (polarity < 0.582), dominance between Alpha transformation and Gamma rearrangement is reversed.
4. If ((sigma_density < 2 OR sigma_density < 10) AND NOT (polarity < 0.761)), Rule 2 is overridden.
5. If NOT (thermal_index > 78), Delta elimination is activated.
6. If ((NOT (sigma_density < 2) OR NOT (polarity > 0.044)) AND (NOT (steric_factor > 3) AND NOT (zeta_affinity < 2))), Beta displacement dominates Gamma rearrangement.
7. If NOT (sigma_density < 5), Alpha transformation is blocked.
8. If ((sigma_density < 2 AND steric_factor < 1) OR NOT (sigma_density > 3)), dominance between Delta elimination and Alpha transformation is reversed.
9. If zeta_affinity < 3, Rule 3 is overridden.
10. If ((steric_factor < 3 AND polarity > 0.938) OR NOT (polarity > 0.328)), Delta elimination dominates Gamma rearrangement.
11. If NOT (zeta_affinity > 5), Alpha transformation dominates Beta displacement.","sigma_density=7, steric_factor=1, polarity=0.013, thermal_index=97, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8716,"0. If NOT (polarity > 0.686), Beta displacement is blocked.
1. If (polarity < 0.675 AND (NOT (steric_factor > 1) OR NOT (steric_factor < 4))), dominance between Beta displacement and Delta elimination is reversed.
2. If ((NOT (steric_factor < 4) OR NOT (steric_factor > 1)) AND sigma_density < 10), Alpha transformation is blocked.
3. If ((steric_factor > 5 AND thermal_index > 42) OR (thermal_index < 51 AND thermal_index > 29)), Rule 2 is overridden.
4. If zeta_affinity < 4, Delta elimination is blocked.
5. If thermal_index < 6, Rule 4 is overridden.
6. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
7. If NOT (thermal_index > 54), dominance between Delta elimination and Alpha transformation is reversed.","sigma_density=4, steric_factor=5, polarity=0.27, thermal_index=11, zeta_affinity=4",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
8717,"0. If sigma_density < 7, dominance between Beta displacement and Alpha transformation is reversed.
1. If zeta_affinity > 7, Gamma rearrangement is activated.
2. If NOT (polarity < 0.435), Gamma rearrangement is activated.
3. If zeta_affinity > 2, Alpha transformation is blocked.
4. If ((steric_factor < 2 OR thermal_index > 96) AND sigma_density > 0), Beta displacement is activated.
5. If NOT (polarity < 0.058), dominance between Gamma rearrangement and Beta displacement is reversed.
6. If exactly 2 mechanisms remain, eliminate Delta elimination.
7. If (NOT (thermal_index > 14) OR (thermal_index < 38 OR zeta_affinity < 10)), dominance between Alpha transformation and Gamma rearrangement is reversed.
8. If (NOT (thermal_index > 90) AND (NOT (polarity < 0.572) OR zeta_affinity > 3)), dominance between Gamma rearrangement and Beta displacement is reversed.
9. If ((polarity > 0.31 AND NOT (zeta_affinity < 1)) AND thermal_index < 57), Rule 3 is overridden.","sigma_density=0, steric_factor=3, polarity=0.965, thermal_index=30, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8718,"0. If ((zeta_affinity > 8 OR NOT (steric_factor < 5)) AND thermal_index < 34), Delta elimination is activated.
1. If (thermal_index > 72 OR thermal_index > 22), Alpha transformation is blocked.
2. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
3. If (polarity > 0.319 AND NOT (zeta_affinity > 7)), dominance between Alpha transformation and Gamma rearrangement is reversed.
4. If (sigma_density > 5 AND (steric_factor < 1 OR NOT (thermal_index < 90))), Rule 3 is overridden.
5. If (polarity > 0.939 AND NOT (steric_factor > 1)), Alpha transformation is blocked.
6. If thermal_index > 5, Delta elimination is blocked.
7. If thermal_index > 100, dominance between Alpha transformation and Gamma rearrangement is reversed.","sigma_density=7, steric_factor=3, polarity=0.872, thermal_index=50, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8719,"0. If ((steric_factor < 5 OR NOT (sigma_density > 9)) AND NOT (zeta_affinity > 1)), Delta elimination dominates Beta displacement.
1. If steric_factor > 1, Rule 0 is overridden.
2. If ((steric_factor > 1 OR steric_factor < 4) OR sigma_density > 7), dominance between Delta elimination and Gamma rearrangement is reversed.
3. If polarity < 0.686, Gamma rearrangement dominates Alpha transformation.
4. If exactly 1 mechanisms remain, eliminate Alpha transformation.
5. If exactly 2 mechanisms remain, eliminate Beta displacement.
6. If thermal_index > 73, Beta displacement is activated.
7. If zeta_affinity < 2, Gamma rearrangement is blocked.
8. If NOT (polarity < 0.466), Delta elimination dominates Gamma rearrangement.
9. If zeta_affinity > 8, Gamma rearrangement is activated.
10. If exactly 1 mechanisms remain, eliminate Delta elimination.","sigma_density=8, steric_factor=4, polarity=0.282, thermal_index=75, zeta_affinity=7",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8720,"0. If (NOT (thermal_index > 49) AND NOT (steric_factor < 2)), Beta displacement is blocked.
1. If (thermal_index > 95 OR polarity > 0.046), Gamma rearrangement dominates Beta displacement.
2. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
3. If ((sigma_density > 5 OR steric_factor < 0) OR (thermal_index < 66 OR polarity > 0.798)), Rule 1 is overridden.
4. If exactly 1 mechanisms remain, eliminate Gamma rearrangement.
5. If (zeta_affinity < 5 AND sigma_density < 10), Rule 0 is overridden.
6. If sigma_density < 2, Rule 3 is overridden.
7. If ((thermal_index > 12 OR NOT (thermal_index > 97)) AND (thermal_index > 69 OR NOT (steric_factor > 2))), Beta displacement is activated.
8. If polarity < 0.108, Rule 4 is overridden.
9. If thermal_index < 27, Gamma rearrangement is activated.
10. If exactly 3 mechanisms remain, eliminate Delta elimination.","sigma_density=2, steric_factor=5, polarity=0.411, thermal_index=88, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8721,"0. If zeta_affinity < 3, Gamma rearrangement is blocked.
1. If NOT (thermal_index > 66), Alpha transformation is blocked.
2. If thermal_index < 75, Gamma rearrangement dominates Delta elimination.
3. If thermal_index < 64, Delta elimination dominates Alpha transformation.
4. If thermal_index < 42, dominance between Gamma rearrangement and Beta displacement is reversed.
5. If ((sigma_density > 2 OR thermal_index > 95) AND (zeta_affinity < 1 OR polarity > 0.164)), Delta elimination is blocked.
6. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
7. If (thermal_index > 56 OR polarity > 0.876), Alpha transformation is blocked.
8. If thermal_index < 0, Beta displacement is blocked.","sigma_density=1, steric_factor=0, polarity=0.658, thermal_index=57, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8723,"0. If exactly 2 mechanisms remain, eliminate Beta displacement.
1. If ((zeta_affinity > 10 AND thermal_index < 22) AND (polarity < 0.317 AND NOT (zeta_affinity > 10))), Beta displacement dominates Alpha transformation.
2. If zeta_affinity > 0, Beta displacement is activated.
3. If exactly 3 mechanisms remain, eliminate Alpha transformation.
4. If (polarity < 0.984 OR (zeta_affinity > 0 OR NOT (zeta_affinity > 9))), Delta elimination is blocked.
5. If (NOT (thermal_index < 48) AND (zeta_affinity < 5 AND NOT (polarity > 0.801))), Beta displacement is blocked.
6. If steric_factor > 4, Delta elimination dominates Gamma rearrangement.
7. If ((thermal_index < 31 AND sigma_density > 0) OR (thermal_index < 13 OR polarity < 0.459)), Rule 4 is overridden.
8. If (steric_factor < 5 AND (polarity < 0.102 AND zeta_affinity > 3)), dominance between Gamma rearrangement and Beta displacement is reversed.
9. If ((sigma_density < 9 AND zeta_affinity > 7) AND (polarity > 0.132 AND NOT (polarity > 0.016))), Gamma rearrangement is blocked.
10. If NOT (sigma_density > 7), dominance between Delta elimination and Beta displacement is reversed.","sigma_density=4, steric_factor=2, polarity=0.264, thermal_index=26, zeta_affinity=3",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8724,"0. If NOT (thermal_index < 4), dominance between Gamma rearrangement and Beta displacement is reversed.
1. If polarity < 0.609, Gamma rearrangement is blocked.
2. If steric_factor < 5, Beta displacement dominates Delta elimination.
3. If NOT (zeta_affinity > 1), dominance between Alpha transformation and Delta elimination is reversed.
4. If (zeta_affinity > 10 OR (NOT (sigma_density > 8) AND NOT (polarity > 0.382))), Alpha transformation dominates Gamma rearrangement.
5. If NOT (thermal_index < 53), Alpha transformation is activated.
6. If NOT (steric_factor > 4), dominance between Alpha transformation and Beta displacement is reversed.
7. If steric_factor > 1, dominance between Alpha transformation and Gamma rearrangement is reversed.
8. If NOT (zeta_affinity < 6), Rule 5 is overridden.
9. If zeta_affinity > 9, Delta elimination is blocked.","sigma_density=8, steric_factor=1, polarity=0.502, thermal_index=5, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8726,"0. If exactly 1 mechanisms remain, eliminate Delta elimination.
1. If ((NOT (zeta_affinity > 6) AND zeta_affinity < 2) OR (zeta_affinity > 9 AND thermal_index > 8)), Alpha transformation is blocked.
2. If NOT (polarity < 0.135), Beta displacement is activated.
3. If polarity > 0.432, dominance between Alpha transformation and Delta elimination is reversed.
4. If ((steric_factor > 1 AND polarity > 0.136) OR NOT (polarity > 0.062)), Rule 3 is overridden.
5. If NOT (zeta_affinity > 1), Rule 4 is overridden.
6. If ((NOT (polarity > 0.986) OR thermal_index > 39) OR (zeta_affinity > 0 AND NOT (steric_factor < 1))), Gamma rearrangement dominates Alpha transformation.
7. If exactly 2 mechanisms remain, eliminate Delta elimination.
8. If exactly 3 mechanisms remain, eliminate Beta displacement.
9. If NOT (sigma_density < 2), Delta elimination is activated.","sigma_density=2, steric_factor=4, polarity=0.804, thermal_index=92, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8727,"0. If exactly 3 mechanisms remain, eliminate Beta displacement.
1. If (polarity < 0.169 AND zeta_affinity < 7), dominance between Beta displacement and Delta elimination is reversed.
2. If exactly 2 mechanisms remain, eliminate Delta elimination.
3. If exactly 2 mechanisms remain, eliminate Beta displacement.
4. If ((zeta_affinity < 2 OR polarity > 0.056) AND (polarity > 0.2 OR sigma_density > 5)), Gamma rearrangement is blocked.
5. If ((NOT (sigma_density < 9) OR steric_factor > 5) OR thermal_index < 47), Gamma rearrangement is blocked.
6. If (sigma_density < 7 AND steric_factor < 0), Alpha transformation is blocked.
7. If ((thermal_index > 76 AND NOT (thermal_index > 1)) AND (polarity < 0.699 OR thermal_index < 76)), Alpha transformation is activated.","sigma_density=6, steric_factor=0, polarity=0.903, thermal_index=0, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8729,"0. If ((sigma_density < 9 OR polarity > 0.546) AND zeta_affinity < 2), dominance between Gamma rearrangement and Alpha transformation is reversed.
1. If ((thermal_index < 66 AND NOT (thermal_index > 35)) AND polarity < 0.123), Rule 0 is overridden.
2. If polarity > 0.668, Alpha transformation is blocked.
3. If (thermal_index < 29 OR (sigma_density < 10 AND thermal_index < 93)), Delta elimination is blocked.
4. If (zeta_affinity > 1 OR (NOT (steric_factor < 4) AND NOT (steric_factor < 2))), dominance between Alpha transformation and Delta elimination is reversed.
5. If exactly 2 mechanisms remain, eliminate Alpha transformation.
6. If thermal_index > 17, Beta displacement is activated.
7. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
8. If NOT (steric_factor < 2), Beta displacement is activated.","sigma_density=5, steric_factor=0, polarity=0.756, thermal_index=36, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8730,"0. If exactly 3 mechanisms remain, eliminate Alpha transformation.
1. If sigma_density > 2, Rule 0 is overridden.
2. If (NOT (sigma_density > 1) AND (zeta_affinity > 1 OR zeta_affinity > 1)), Beta displacement is blocked.
3. If exactly 2 mechanisms remain, eliminate Alpha transformation.
4. If thermal_index < 59, Alpha transformation is activated.
5. If steric_factor < 4, Alpha transformation dominates Beta displacement.
6. If (steric_factor < 4 AND steric_factor > 2), Rule 3 is overridden.
7. If exactly 3 mechanisms remain, eliminate Delta elimination.
8. If polarity < 0.83, Gamma rearrangement is activated.
9. If zeta_affinity > 1, dominance between Alpha transformation and Delta elimination is reversed.
10. If sigma_density > 0, Gamma rearrangement is blocked.","sigma_density=10, steric_factor=0, polarity=0.503, thermal_index=69, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
